duration,acc.death.rider,gender,premium.frequency,risk.state,underwriting.age,living.place,annual.premium,DJIA,surrender,allcause
0.38,NoRider,Female,InfraAnnual,NonSmoker,Middle,Other,-0.12,1.97,1,1
0.38,NoRider,Male,InfraAnnual,NonSmoker,Young,Other,0.23,0.67,1,1
0.38,NoRider,Male,Annual,Smoker,Middle,Other,1.96,1.87,1,1
0.38,Rider,Female,Annual,Smoker,Old,Other,0.08,0.92,1,1
0.38,NoRider,Male,InfraAnnual,NonSmoker,Old,Other,-0.07,-0.16,1,1
0.4,NoRider,Male,Annual,Smoker,Young,WestCoast,-0.61,2.09,1,1
0.4,Rider,Male,InfraAnnual,NonSmoker,Middle,Other,2.88,0.67,1,1
0.4,NoRider,Female,InfraAnnual,NonSmoker,Young,EastCoast,-0.91,0.67,1,1
0.4,NoRider,Female,Other,NonSmoker,Young,Other,-0.51,0.09,1,1
0.4,NoRider,Female,InfraAnnual,Smoker,Young,Other,0.72,1.87,1,1
0.4,NoRider,Female,InfraAnnual,Smoker,Young,Other,1.14,1.87,1,1
0.4,NoRider,Female,InfraAnnual,NonSmoker,Young,Other,-0.52,-0.3,1,1
0.41,NoRider,Male,InfraAnnual,NonSmoker,Old,Other,0.31,0.49,1,1
0.41,NoRider,Male,InfraAnnual,Smoker,Young,Other,5.31,1.34,1,1
0.41,NoRider,Female,Annual,NonSmoker,Young,WestCoast,-0.93,0.11,0,1
0.42,Rider,Male,InfraAnnual,Smoker,Young,EastCoast,-0.18,0.09,1,1
0.42,NoRider,Male,InfraAnnual,Smoker,Young,Other,0.27,1.87,1,1
0.42,Rider,Male,Other,Smoker,Young,Other,-0.42,-0.3,1,1
0.42,NoRider,Male,InfraAnnual,NonSmoker,Middle,Other,0.67,1.68,1,1
0.42,NoRider,Female,InfraAnnual,Smoker,Middle,EastCoast,0.08,1.68,1,1
0.42,NoRider,Male,Other,Smoker,Middle,Other,0.47,-1.11,0,1
0.43,NoRider,Male,InfraAnnual,Smoker,Young,Other,0.25,2.09,1,1
0.43,NoRider,Female,InfraAnnual,Smoker,Young,Other,-0.78,1.06,1,1
0.43,NoRider,Male,Other,Smoker,Young,Other,0.33,1.97,1,1
0.43,NoRider,Male,Annual,Smoker,Young,Other,0.73,1.97,1,1
0.43,NoRider,Male,InfraAnnual,NonSmoker,Young,Other,0.51,0.09,1,1
0.43,NoRider,Female,InfraAnnual,Smoker,Old,Other,-0.42,1.87,1,1
0.44,NoRider,Female,InfraAnnual,Smoker,Young,Other,-0.32,2.09,1,1
0.44,Rider,Female,Other,Smoker,Old,Other,-1.03,1.97,0,1
0.44,NoRider,Female,InfraAnnual,Smoker,Young,Other,0.23,2.15,1,1
0.44,NoRider,Male,InfraAnnual,Smoker,Old,EastCoast,-0.99,-0.4,0,1
0.45,NoRider,Male,InfraAnnual,NonSmoker,Young,Other,0.31,1.06,1,1
0.45,Rider,Male,InfraAnnual,NonSmoker,Old,EastCoast,-0.75,1.87,1,1
0.45,NoRider,Female,InfraAnnual,Smoker,Young,Other,-0.33,2.15,0,1
0.45,NoRider,Male,Annual,NonSmoker,Young,Other,-0.35,1.68,1,1
0.45,Rider,Male,Annual,NonSmoker,Middle,Other,1.24,0.51,1,1
0.46,NoRider,Male,InfraAnnual,NonSmoker,Middle,EastCoast,-0.95,1.97,1,1
0.46,NoRider,Male,InfraAnnual,Smoker,Young,Other,-0.41,1.87,1,1
0.46,Rider,Male,InfraAnnual,Smoker,Middle,WestCoast,-0.28,1.87,1,1
0.46,NoRider,Female,InfraAnnual,NonSmoker,Young,Other,-0.53,0.92,1,1
0.46,NoRider,Female,InfraAnnual,NonSmoker,Young,Other,-0.87,-1.11,1,1
0.46,NoRider,Male,InfraAnnual,NonSmoker,Middle,Other,2.71,-0.2,1,1
0.46,NoRider,Female,InfraAnnual,NonSmoker,Middle,Other,-0.56,-2.95,1,1
0.46,Rider,Female,Annual,Smoker,Old,Other,-0.1,1.34,0,1
0.46,NoRider,Male,InfraAnnual,NonSmoker,Young,EastCoast,-0.71,1.24,1,1
0.47,NoRider,Female,InfraAnnual,NonSmoker,Old,Other,-0.43,2.09,1,1
0.47,NoRider,Male,InfraAnnual,NonSmoker,Young,Other,-0.74,1.36,1,1
0.47,NoRider,Female,InfraAnnual,Smoker,Young,Other,-0.37,0.09,1,1
0.47,NoRider,Male,Annual,NonSmoker,Middle,Other,-0.69,1.14,1,1
0.47,NoRider,Male,Annual,Smoker,Middle,Other,0.31,0.98,0,1
0.47,NoRider,Male,InfraAnnual,Smoker,Young,EastCoast,-0.21,1.24,1,1
0.47,NoRider,Female,InfraAnnual,Smoker,Young,Other,0.32,0.71,1,1
0.48,Rider,Male,InfraAnnual,Smoker,Middle,Other,0.18,0.67,1,1
0.48,NoRider,Male,InfraAnnual,Smoker,Young,EastCoast,-0.83,2.15,1,1
0.48,NoRider,Female,InfraAnnual,Smoker,Old,Other,-0.44,1.14,1,1
0.48,NoRider,Male,InfraAnnual,NonSmoker,Middle,Other,3.65,-0.3,1,1
0.48,Rider,Female,Annual,Smoker,Middle,Other,1.86,-0.54,1,1
0.49,NoRider,Male,InfraAnnual,NonSmoker,Middle,EastCoast,-0.53,0.92,1,1
0.49,NoRider,Female,InfraAnnual,Smoker,Young,Other,0.26,0.51,0,1
0.51,NoRider,Male,InfraAnnual,Smoker,Young,Other,-0.32,2.09,1,1
0.51,NoRider,Male,InfraAnnual,NonSmoker,Middle,WestCoast,0.03,2.09,1,1
0.52,Rider,Female,InfraAnnual,NonSmoker,Old,Other,-0.66,2.09,1,1
0.52,NoRider,Male,InfraAnnual,NonSmoker,Young,Other,-0.33,1.36,1,1
0.52,NoRider,Male,InfraAnnual,NonSmoker,Young,WestCoast,2.37,0.67,1,1
0.52,NoRider,Male,InfraAnnual,NonSmoker,Middle,Other,-0.7,2.15,1,1
0.52,Rider,Female,InfraAnnual,NonSmoker,Old,EastCoast,-0.25,-0.54,0,1
0.53,NoRider,Male,InfraAnnual,Smoker,Young,EastCoast,-0.51,2.15,1,1
0.53,NoRider,Male,InfraAnnual,Smoker,Old,Other,0.14,-2.44,0,1
0.54,NoRider,Male,InfraAnnual,Smoker,Middle,Other,1.34,1.06,1,1
0.54,NoRider,Female,Annual,Smoker,Old,Other,-0.19,0.92,1,1
0.54,NoRider,Male,InfraAnnual,Smoker,Middle,Other,-0.42,0.92,1,1
0.54,NoRider,Male,InfraAnnual,Smoker,Middle,Other,1.06,0.92,1,1
0.54,NoRider,Male,InfraAnnual,Smoker,Middle,EastCoast,-0.62,-0.3,1,1
0.54,NoRider,Female,InfraAnnual,NonSmoker,Young,WestCoast,-0.51,1.14,1,1
0.54,NoRider,Female,InfraAnnual,Smoker,Middle,EastCoast,-0.29,1.68,1,1
0.54,NoRider,Female,InfraAnnual,NonSmoker,Young,WestCoast,-0.88,-0.16,0,1
0.54,NoRider,Male,InfraAnnual,NonSmoker,Middle,Other,-0.93,-0.3,1,1
0.55,NoRider,Male,InfraAnnual,Smoker,Middle,Other,0.98,1.36,1,1
0.55,NoRider,Male,InfraAnnual,Smoker,Middle,Other,-0.52,0.67,1,1
0.55,NoRider,Female,Annual,NonSmoker,Middle,WestCoast,0.49,0.09,1,1
0.55,NoRider,Male,InfraAnnual,NonSmoker,Middle,Other,0.96,2.43,1,1
0.55,NoRider,Female,InfraAnnual,NonSmoker,Middle,Other,-0.16,1.24,1,1
0.55,NoRider,Female,Annual,NonSmoker,Young,Other,0.23,-0.54,1,1
0.56,NoRider,Male,InfraAnnual,Smoker,Middle,EastCoast,-0.32,1.97,1,1
0.56,NoRider,Male,InfraAnnual,Smoker,Young,Other,0.44,2.15,1,1
0.56,NoRider,Male,InfraAnnual,NonSmoker,Young,Other,-0.34,1.68,1,1
0.56,NoRider,Female,Other,NonSmoker,Middle,Other,0.91,0.98,1,1
0.56,NoRider,Male,InfraAnnual,Smoker,Middle,Other,-0.43,0.45,0,1
0.57,NoRider,Male,InfraAnnual,NonSmoker,Middle,Other,1.27,-0.3,1,1
0.57,NoRider,Female,Other,NonSmoker,Middle,EastCoast,-0.65,-1.11,1,1
0.57,NoRider,Female,Annual,NonSmoker,Middle,EastCoast,-0.78,1.24,0,1
0.57,NoRider,Male,InfraAnnual,NonSmoker,Old,Other,0.48,1.24,0,1
0.58,NoRider,Male,InfraAnnual,NonSmoker,Young,EastCoast,-0.55,1.97,1,1
0.58,NoRider,Male,InfraAnnual,NonSmoker,Old,Other,0.87,2.09,1,1
0.58,NoRider,Male,InfraAnnual,Smoker,Young,Other,-0.85,0.92,1,1
0.58,NoRider,Male,InfraAnnual,NonSmoker,Middle,Other,-0.02,1.72,1,1
0.58,NoRider,Male,InfraAnnual,NonSmoker,Old,Other,1.21,-0.16,0,1
0.58,NoRider,Male,Annual,NonSmoker,Young,Other,1.72,-0.36,0,1
0.59,NoRider,Male,InfraAnnual,NonSmoker,Young,EastCoast,0.29,1.36,0,1
0.59,NoRider,Male,Other,Smoker,Middle,EastCoast,3.43,1.42,0,1
0.59,NoRider,Female,Annual,NonSmoker,Young,Other,-0.73,1.24,1,1
0.59,Rider,Female,Annual,NonSmoker,Middle,Other,-0.6,-4.53,0,1
0.6,Rider,Female,InfraAnnual,Smoker,Old,Other,1.09,1.36,1,1
0.6,NoRider,Male,InfraAnnual,NonSmoker,Middle,EastCoast,0.27,1.36,1,1
0.6,NoRider,Female,Annual,Smoker,Middle,Other,0.58,1.06,1,1
0.6,NoRider,Female,InfraAnnual,NonSmoker,Old,EastCoast,-0.58,0.09,1,1
0.6,NoRider,Female,InfraAnnual,NonSmoker,Middle,Other,0.16,0.67,1,1
0.6,NoRider,Male,Annual,NonSmoker,Young,EastCoast,-0.84,-1.11,1,1
0.6,NoRider,Male,Annual,Smoker,Young,WestCoast,0.01,-1.11,1,1
0.62,NoRider,Female,InfraAnnual,NonSmoker,Young,Other,0.16,1.06,1,1
0.62,NoRider,Male,Annual,NonSmoker,Old,Other,-0.7,1.36,1,1
0.62,NoRider,Female,Other,NonSmoker,Middle,Other,-0.77,1.06,1,1
0.62,NoRider,Male,Annual,Smoker,Young,Other,1.1,0.67,1,1
0.62,Rider,Male,InfraAnnual,NonSmoker,Young,Other,0.68,1.97,1,1
0.62,NoRider,Female,InfraAnnual,NonSmoker,Young,EastCoast,-0.82,2.09,1,1
0.62,NoRider,Male,InfraAnnual,NonSmoker,Middle,Other,0.29,1.87,1,1
0.62,NoRider,Female,Annual,Smoker,Middle,Other,4.16,2.15,0,1
0.62,NoRider,Male,Annual,NonSmoker,Young,Other,0.49,1.72,1,1
0.62,NoRider,Male,Annual,NonSmoker,Young,Other,1.01,0.35,0,1
0.62,NoRider,Male,InfraAnnual,NonSmoker,Old,Other,-0.37,0.31,1,1
0.63,NoRider,Female,Other,NonSmoker,Middle,Other,-0.57,2.09,1,1
0.63,NoRider,Male,InfraAnnual,Smoker,Young,Other,3.19,1.06,1,1
0.63,NoRider,Male,Annual,NonSmoker,Young,Other,-0.48,2.09,1,1
0.63,NoRider,Male,InfraAnnual,NonSmoker,Young,Other,-0.61,-0.3,1,1
0.63,NoRider,Female,InfraAnnual,NonSmoker,Old,WestCoast,-0.36,1.68,1,1
0.63,Rider,Male,InfraAnnual,NonSmoker,Old,Other,-0.63,1.72,0,1
0.63,NoRider,Female,Annual,NonSmoker,Middle,Other,2.16,2.43,0,1
0.63,Rider,Female,InfraAnnual,NonSmoker,Young,Other,0.35,0.35,1,1
0.63,Rider,Female,InfraAnnual,Smoker,Young,Other,-0.89,0.71,0,1
0.64,NoRider,Male,Annual,NonSmoker,Old,Other,-0.47,1.36,1,1
0.64,NoRider,Female,InfraAnnual,NonSmoker,Old,Other,3.16,0.09,1,1
0.65,NoRider,Female,Annual,NonSmoker,Young,Other,-0.7,1.36,1,1
0.65,NoRider,Male,InfraAnnual,NonSmoker,Middle,Other,0.8,1.36,1,1
0.65,NoRider,Female,InfraAnnual,NonSmoker,Middle,WestCoast,-0.68,2.09,1,1
0.65,NoRider,Male,InfraAnnual,NonSmoker,Young,Other,-0.87,-2.95,1,1
0.65,NoRider,Female,Annual,NonSmoker,Middle,EastCoast,-0.78,-1.74,0,1
0.66,NoRider,Female,InfraAnnual,NonSmoker,Middle,Other,-0.11,1.36,1,1
0.66,NoRider,Female,InfraAnnual,Smoker,Young,EastCoast,-0.26,0.67,1,1
0.66,NoRider,Male,InfraAnnual,Smoker,Old,Other,1.5,0.67,1,1
0.66,NoRider,Male,InfraAnnual,NonSmoker,Young,Other,0.17,2.09,1,1
0.66,NoRider,Female,InfraAnnual,NonSmoker,Young,Other,-1.02,-0.4,0,1
0.67,NoRider,Male,InfraAnnual,NonSmoker,Young,Other,-0.98,2.09,1,1
0.68,NoRider,Female,InfraAnnual,NonSmoker,Middle,Other,-0.75,1.97,1,1
0.68,NoRider,Female,InfraAnnual,NonSmoker,Young,Other,-0.46,0.67,1,1
0.68,NoRider,Female,Other,NonSmoker,Middle,Other,-0.62,-0.2,0,1
0.68,NoRider,Female,InfraAnnual,Smoker,Middle,Other,-0.23,-0.36,1,1
0.69,NoRider,Female,InfraAnnual,Smoker,Middle,Other,0.24,2.09,1,1
0.69,NoRider,Female,Other,NonSmoker,Young,Other,-0.65,0.09,1,1
0.69,NoRider,Male,InfraAnnual,NonSmoker,Young,EastCoast,-0.33,2.15,1,1
0.69,Rider,Male,InfraAnnual,NonSmoker,Middle,EastCoast,-0.24,1.14,1,1
0.69,NoRider,Female,InfraAnnual,Smoker,Young,Other,0.62,1.68,1,1
0.7,NoRider,Female,InfraAnnual,NonSmoker,Old,EastCoast,-0.2,1.36,1,1
0.7,NoRider,Male,InfraAnnual,NonSmoker,Middle,Other,-0.19,1.06,1,1
0.7,NoRider,Female,InfraAnnual,NonSmoker,Young,Other,-0.8,2.09,1,1
0.7,NoRider,Male,InfraAnnual,Smoker,Middle,Other,-0.6,-0.3,1,1
0.7,NoRider,Male,InfraAnnual,NonSmoker,Young,Other,0.02,-0.2,0,1
0.7,NoRider,Female,InfraAnnual,NonSmoker,Young,WestCoast,-0.45,0.27,0,1
0.71,NoRider,Female,InfraAnnual,Smoker,Old,WestCoast,0.52,1.36,1,1
0.71,NoRider,Female,InfraAnnual,Smoker,Middle,Other,-0.67,1.06,1,1
0.71,NoRider,Female,InfraAnnual,Smoker,Young,Other,-0.81,0.09,1,1
0.71,Rider,Female,Other,Smoker,Middle,Other,-0.73,-0.16,1,1
0.71,NoRider,Female,InfraAnnual,NonSmoker,Middle,WestCoast,-0.08,-0.66,0,1
0.73,Rider,Female,Other,Smoker,Young,Other,-0.56,1.97,0,1
0.73,NoRider,Male,InfraAnnual,NonSmoker,Young,Other,-0.22,2.09,1,1
0.73,NoRider,Male,Annual,NonSmoker,Middle,Other,-1.07,1.14,1,1
0.74,NoRider,Male,Annual,NonSmoker,Old,Other,-0.73,1.36,1,1
0.74,NoRider,Female,InfraAnnual,NonSmoker,Old,Other,-0.83,1.36,1,1
0.74,NoRider,Female,Annual,NonSmoker,Middle,Other,-0.26,1.97,1,1
0.74,NoRider,Male,InfraAnnual,Smoker,Middle,Other,-0.79,0.67,1,1
0.74,NoRider,Male,Annual,NonSmoker,Young,Other,-0.17,1.87,1,1
0.74,NoRider,Male,Other,NonSmoker,Middle,WestCoast,0.36,0.92,1,1
0.74,NoRider,Male,InfraAnnual,NonSmoker,Middle,Other,1.03,0.92,1,1
0.74,Rider,Male,Other,NonSmoker,Old,Other,-0.62,1.68,1,1
0.74,NoRider,Male,InfraAnnual,NonSmoker,Young,Other,0.74,-0.16,1,1
0.74,NoRider,Female,Other,Smoker,Middle,Other,-0.61,1.42,0,1
0.75,Rider,Male,InfraAnnual,Smoker,Middle,Other,-0.73,2.09,1,1
0.75,Rider,Male,InfraAnnual,Smoker,Young,EastCoast,-0.62,0.67,1,1
0.75,NoRider,Female,InfraAnnual,NonSmoker,Middle,EastCoast,-0.12,2.09,1,1
0.75,NoRider,Female,InfraAnnual,NonSmoker,Young,EastCoast,-0.72,2.09,1,1
0.75,Rider,Male,Other,NonSmoker,Middle,Other,3.31,1.87,0,1
0.75,Rider,Female,InfraAnnual,NonSmoker,Young,Other,0.25,-0.3,0,1
0.75,NoRider,Male,InfraAnnual,Smoker,Middle,Other,0.95,-0.36,0,1
0.75,NoRider,Male,InfraAnnual,NonSmoker,Young,EastCoast,-0.88,0.51,1,1
0.76,NoRider,Female,InfraAnnual,NonSmoker,Young,Other,-0.57,1.97,1,1
0.76,NoRider,Male,InfraAnnual,NonSmoker,Young,Other,-0.07,1.97,1,1
0.76,Rider,Male,InfraAnnual,Smoker,Young,EastCoast,-0.59,0.49,1,1
0.76,NoRider,Female,Other,NonSmoker,Middle,Other,-0.25,-0.83,1,1
0.77,Rider,Female,Other,NonSmoker,Old,WestCoast,0.09,1.36,1,1
0.77,NoRider,Male,Annual,NonSmoker,Middle,EastCoast,0.23,2.09,1,1
0.77,NoRider,Female,Other,Smoker,Young,EastCoast,-0.03,-0.18,0,1
0.77,NoRider,Female,InfraAnnual,Smoker,Young,Other,-0.44,-0.54,0,1
0.78,NoRider,Female,InfraAnnual,NonSmoker,Young,Other,-0.19,1.06,1,1
0.78,NoRider,Female,InfraAnnual,Smoker,Middle,Other,0.02,2.09,1,1
0.78,Rider,Male,InfraAnnual,NonSmoker,Old,Other,1.88,1.72,1,1
0.79,NoRider,Male,InfraAnnual,NonSmoker,Old,Other,-0.47,2.09,1,1
0.79,Rider,Male,InfraAnnual,NonSmoker,Middle,Other,-0.86,2.09,1,1
0.79,Rider,Female,InfraAnnual,NonSmoker,Young,Other,2.52,0.09,1,1
0.79,Rider,Male,InfraAnnual,Smoker,Old,Other,-0.43,1.68,1,1
0.79,NoRider,Female,InfraAnnual,NonSmoker,Old,Other,2.16,-2.95,1,1
0.8,NoRider,Male,Annual,NonSmoker,Middle,Other,-0.81,1.97,1,1
0.8,Rider,Male,InfraAnnual,NonSmoker,Middle,Other,-0.23,1.97,1,1
0.8,NoRider,Male,InfraAnnual,NonSmoker,Middle,EastCoast,0.3,2.09,1,1
0.8,Rider,Female,Annual,NonSmoker,Middle,EastCoast,0.72,0.49,1,1
0.81,Rider,Male,InfraAnnual,Smoker,Young,Other,0.01,2.09,1,1
0.81,NoRider,Female,InfraAnnual,Smoker,Middle,Other,1.86,1.06,1,1
0.81,NoRider,Male,InfraAnnual,NonSmoker,Middle,EastCoast,0.08,0.67,1,1
0.81,NoRider,Male,Annual,NonSmoker,Middle,Other,-0.43,0.09,1,1
0.81,NoRider,Female,InfraAnnual,Smoker,Middle,Other,-0.59,0.67,1,1
0.81,NoRider,Male,InfraAnnual,NonSmoker,Middle,Other,-0.76,0.92,1,1
0.81,NoRider,Male,InfraAnnual,NonSmoker,Middle,Other,6.53,-0.3,1,1
0.81,NoRider,Female,InfraAnnual,Smoker,Middle,Other,0.05,0.49,1,1
0.81,NoRider,Female,InfraAnnual,NonSmoker,Old,Other,-0.47,-0.3,1,1
0.81,NoRider,Male,Annual,Smoker,Old,EastCoast,-0.01,1.16,1,1
0.82,NoRider,Male,Other,NonSmoker,Middle,EastCoast,-0.66,1.06,1,1
0.82,Rider,Male,InfraAnnual,Smoker,Young,Other,-0.78,0.09,1,1
0.82,NoRider,Male,InfraAnnual,Smoker,Middle,WestCoast,0.03,1.14,1,1
0.82,NoRider,Male,InfraAnnual,Smoker,Young,Other,0.7,-0.3,0,1
0.84,NoRider,Female,InfraAnnual,NonSmoker,Middle,Other,-0.18,1.06,1,1
0.84,NoRider,Male,InfraAnnual,NonSmoker,Young,WestCoast,0.67,1.97,1,1
0.84,Rider,Female,Annual,NonSmoker,Young,WestCoast,-0.4,2.09,1,1
0.84,NoRider,Male,InfraAnnual,NonSmoker,Middle,Other,0.92,2.15,1,1
0.84,NoRider,Female,InfraAnnual,NonSmoker,Young,EastCoast,-0.94,-1.11,0,1
0.84,NoRider,Female,InfraAnnual,NonSmoker,Middle,Other,-0.88,-0.36,1,1
0.85,NoRider,Female,InfraAnnual,NonSmoker,Young,Other,-0.72,1.06,1,1
0.85,NoRider,Male,Annual,Smoker,Middle,Other,1.05,1.06,1,1
0.85,NoRider,Male,InfraAnnual,Smoker,Young,WestCoast,-0.02,1.97,1,1
0.85,NoRider,Male,InfraAnnual,NonSmoker,Old,Other,-0.7,1.97,0,1
0.85,NoRider,Female,Other,NonSmoker,Middle,Other,-0.66,0.67,1,1
0.85,NoRider,Female,Annual,NonSmoker,Middle,EastCoast,0.46,0.67,1,1
0.85,NoRider,Female,Annual,NonSmoker,Middle,Other,0.65,2.09,0,1
0.85,NoRider,Male,Annual,NonSmoker,Young,Other,-0.73,0.45,1,1
0.85,NoRider,Male,InfraAnnual,NonSmoker,Young,EastCoast,3.78,-0.54,0,1
0.86,NoRider,Female,InfraAnnual,NonSmoker,Old,EastCoast,-0.1,1.06,1,1
0.86,NoRider,Female,InfraAnnual,Smoker,Old,Other,1.12,0.51,0,1
0.87,NoRider,Female,Annual,NonSmoker,Middle,EastCoast,1.2,0.67,1,1
0.87,NoRider,Male,Annual,Smoker,Middle,EastCoast,-0.54,2.09,1,1
0.87,NoRider,Male,InfraAnnual,Smoker,Young,Other,0.09,0.35,1,1
0.88,NoRider,Female,InfraAnnual,NonSmoker,Young,EastCoast,-0.53,-0.4,1,1
0.89,NoRider,Male,InfraAnnual,NonSmoker,Middle,Other,-0.75,1.72,1,1
0.89,Rider,Male,InfraAnnual,Smoker,Young,Other,3.33,-0.16,1,1
0.89,NoRider,Female,InfraAnnual,Smoker,Young,WestCoast,0.47,0.27,1,1
0.9,NoRider,Male,Other,Smoker,Young,EastCoast,0.83,1.36,1,1
0.9,NoRider,Male,Annual,NonSmoker,Middle,Other,-0.44,1.97,1,1
0.9,NoRider,Male,Other,Smoker,Middle,Other,-0.16,1.72,1,1
0.9,NoRider,Female,InfraAnnual,NonSmoker,Young,Other,0.1,-0.16,1,1
0.91,Rider,Male,InfraAnnual,NonSmoker,Middle,WestCoast,-0.79,1.36,1,1
0.91,NoRider,Male,Annual,Smoker,Middle,Other,-0.73,1.36,1,1
0.91,Rider,Male,InfraAnnual,Smoker,Middle,Other,0.94,1.06,1,1
0.91,NoRider,Male,InfraAnnual,Smoker,Young,Other,-0.66,0.09,1,1
0.92,NoRider,Female,InfraAnnual,NonSmoker,Middle,Other,-0.86,1.97,1,1
0.92,NoRider,Male,InfraAnnual,NonSmoker,Old,Other,-0.57,0.67,1,1
0.93,NoRider,Female,InfraAnnual,Smoker,Middle,Other,0.67,1.36,1,1
0.93,Rider,Male,InfraAnnual,NonSmoker,Middle,Other,0.31,0.67,1,1
0.93,NoRider,Male,Annual,Smoker,Young,WestCoast,-0.29,2.15,1,1
0.93,NoRider,Female,InfraAnnual,Smoker,Middle,Other,-0.47,0.49,1,1
0.93,NoRider,Male,InfraAnnual,Smoker,Old,Other,0.64,1.16,1,1
0.95,NoRider,Male,InfraAnnual,NonSmoker,Young,Other,-0.77,1.36,1,1
0.95,NoRider,Female,InfraAnnual,NonSmoker,Young,EastCoast,-0.4,1.06,1,1
0.95,NoRider,Male,InfraAnnual,NonSmoker,Young,EastCoast,-0.56,0.67,1,1
0.95,NoRider,Male,InfraAnnual,NonSmoker,Old,Other,0.92,0.71,0,1
0.95,Rider,Female,Other,NonSmoker,Old,Other,-0.68,0.71,1,1
0.95,NoRider,Female,Annual,NonSmoker,Young,EastCoast,0.22,-1.74,0,1
0.96,NoRider,Female,Other,NonSmoker,Young,Other,-0.47,1.97,1,1
0.96,NoRider,Female,InfraAnnual,NonSmoker,Young,Other,1.38,0.67,1,1
0.96,NoRider,Female,InfraAnnual,NonSmoker,Middle,Other,-0.46,2.09,1,1
0.96,NoRider,Male,InfraAnnual,NonSmoker,Old,Other,-0.28,-0.3,0,1
0.96,NoRider,Male,InfraAnnual,NonSmoker,Old,Other,-0.64,1.14,0,1
0.96,Rider,Male,InfraAnnual,NonSmoker,Young,Other,1.63,1.14,1,1
0.97,NoRider,Female,InfraAnnual,NonSmoker,Young,Other,-0.59,1.42,1,1
0.98,NoRider,Female,InfraAnnual,NonSmoker,Middle,Other,-0.08,1.36,1,1
0.98,NoRider,Male,Annual,NonSmoker,Middle,Other,-0.59,1.06,1,1
0.98,NoRider,Female,InfraAnnual,Smoker,Young,Other,0.26,0.09,1,1
0.98,NoRider,Female,InfraAnnual,Smoker,Young,Other,-0.9,1.14,1,1
0.98,NoRider,Male,InfraAnnual,Smoker,Middle,Other,0.76,-1.11,1,1
0.98,NoRider,Male,Other,NonSmoker,Middle,Other,0.92,0.49,1,1
0.98,NoRider,Female,InfraAnnual,Smoker,Old,Other,-0.75,-0.2,1,1
0.98,NoRider,Male,Annual,Smoker,Young,Other,-0.49,-1.31,1,1
0.99,NoRider,Female,InfraAnnual,Smoker,Young,Other,-0.96,1.36,1,1
0.99,NoRider,Female,InfraAnnual,Smoker,Middle,Other,-0.15,0.09,1,1
1.0,NoRider,Female,InfraAnnual,NonSmoker,Young,EastCoast,0.44,1.36,1,1
1.0,NoRider,Female,InfraAnnual,NonSmoker,Young,Other,-0.66,1.06,1,1
1.0,NoRider,Female,InfraAnnual,Smoker,Middle,Other,0.46,0.67,1,1
1.0,NoRider,Female,InfraAnnual,Smoker,Middle,Other,0.49,0.09,1,1
1.0,NoRider,Male,Annual,NonSmoker,Middle,WestCoast,-0.44,-0.4,1,1
1.0,NoRider,Male,InfraAnnual,Smoker,Old,Other,-0.84,0.45,0,1
1.01,NoRider,Female,Annual,Smoker,Young,Other,-0.94,0.09,1,1
1.01,Rider,Female,InfraAnnual,NonSmoker,Young,Other,0.68,1.14,1,1
1.01,NoRider,Male,InfraAnnual,NonSmoker,Young,Other,-0.69,0.45,1,1
1.01,NoRider,Female,Other,NonSmoker,Young,Other,1.53,0.27,0,1
1.02,NoRider,Female,Other,NonSmoker,Middle,Other,-0.33,1.87,1,1
1.02,NoRider,Male,Annual,Smoker,Middle,WestCoast,-0.93,2.15,1,1
1.02,NoRider,Female,InfraAnnual,NonSmoker,Middle,Other,-0.88,-0.3,1,1
1.02,Rider,Female,Other,NonSmoker,Middle,Other,0.31,0.49,1,1
1.02,NoRider,Female,Other,NonSmoker,Young,EastCoast,-0.75,0.17,1,1
1.03,NoRider,Male,InfraAnnual,NonSmoker,Middle,Other,-0.89,1.36,1,1
1.03,NoRider,Female,InfraAnnual,Smoker,Old,Other,0.09,1.06,1,1
1.03,NoRider,Female,InfraAnnual,NonSmoker,Middle,Other,0.14,1.06,1,1
1.03,NoRider,Male,InfraAnnual,NonSmoker,Middle,Other,-0.54,1.87,1,1
1.04,NoRider,Female,InfraAnnual,Smoker,Young,EastCoast,-0.21,-0.4,1,1
1.04,NoRider,Male,Other,Smoker,Young,Other,-0.9,0.45,0,1
1.05,Rider,Male,InfraAnnual,NonSmoker,Young,EastCoast,1.38,0.67,1,1
1.05,NoRider,Female,InfraAnnual,Smoker,Old,EastCoast,-0.74,0.31,1,1
1.05,NoRider,Male,InfraAnnual,NonSmoker,Young,Other,-0.75,1.42,0,1
1.05,NoRider,Male,Annual,NonSmoker,Old,Other,-0.05,0.17,1,1
1.07,NoRider,Male,InfraAnnual,Smoker,Young,WestCoast,-0.38,2.09,1,1
1.07,NoRider,Male,InfraAnnual,Smoker,Middle,Other,-0.59,1.06,1,1
1.07,NoRider,Male,Annual,Smoker,Middle,Other,-0.68,2.15,1,1
1.07,Rider,Male,InfraAnnual,NonSmoker,Old,Other,-0.45,1.14,1,1
1.07,NoRider,Male,Annual,Smoker,Middle,Other,-0.39,1.68,1,1
1.07,NoRider,Female,Annual,Smoker,Young,Other,0.23,1.72,1,1
1.08,NoRider,Female,Other,NonSmoker,Middle,Other,-1.03,1.97,0,1
